queue_order,person_id,province,excel_row,identity_resolution,candidate_names,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
222,FC2515-P05-R0101,河北,101,IDENTITY_ONLY_OFFICIAL_ROSTER,陈红,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
223,FC2515-P05-R0102,河北,102,CURRENT_ASSOCIATION_ROLE_IDENTIFIED,陈金端,河北省石油业商会,会长,CURRENT_ORG_TITLE_CONFIRMED,B,https://jyz.315i.com/news/4573.html,
224,FC2515-P05-R0103,河北,103,IDENTITY_ONLY_OFFICIAL_ROSTER,赵杰,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
225,FC2515-P05-R0104,河北,104,IDENTITY_ONLY_OFFICIAL_ROSTER,赵汇行,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
226,FC2515-P05-R0105,河北,105,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,郝旭,河北源达信息技术股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.hebjjrb.cn/system/2026/01/29/102149295.shtml,
227,FC2515-P05-R0106,河北,106,IDENTITY_ONLY_OFFICIAL_ROSTER,胡廷宝,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
228,FC2515-P05-R0107,河北,107,IDENTITY_ONLY_OFFICIAL_ROSTER,柳向标,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
229,FC2515-P05-R0108,河北,108,IDENTITY_ONLY_OFFICIAL_ROSTER,侯书民,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
230,FC2515-P05-R0109,河北,109,CURRENT_PUBLIC_ROLE_IDENTIFIED,姜丙刚,中共衡水市委统一战线工作部 / 衡水市工商业联合会,副部长 / 党组书记,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.hebeiql.org.cn/system/2026/04/03/030379954.shtml,
231,FC2515-P05-R0110,河北,110,IDENTITY_ONLY_OFFICIAL_ROSTER,曹淑霞,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
232,FC2515-P05-R0111,河北,111,IDENTITY_ONLY_OFFICIAL_ROSTER,崔建波,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
233,FC2515-P05-R0112,河北,112,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,葛超众,邯郸盛卓集团,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/gdgslgz/hb/bjgslgz/202512/t20251209_323112.html,
234,FC2515-P05-R0113,河北,113,CURRENT_PUBLIC_ROLE_IDENTIFIED,董旭明,承德市工商业联合会,主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.chengde.gov.cn/art/2026/2/5/art_360_1103368.html,
235,FC2515-P05-R0114,河北,114,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,董香文,河北锦宝石循环资源开发集团,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/gdgslgz/hb/bjgslgz/202512/t20251209_323112.html,
236,FC2515-P05-R0115,河北,115,IDENTITY_ONLY_OFFICIAL_ROSTER,温君,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
237,FC2515-P05-R0116,河北,116,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,靳军辉,晶澳太阳能科技股份有限公司,董事、储能事业部董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://finance.sina.com.cn/stock/relnews/cn/2026-06-04/doc-iniahhrm2359257.shtml,
238,FC2515-P05-R0117,河北,117,CURRENT_PUBLIC_ROLE_IDENTIFIED,甄德恩,唐山市工商业联合会,主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://tangshan.huanbohainews.com.cn/2026-02/08/content_50502159.html,
239,FC2515-P05-R0118,河北,118,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,臧立国,立中四通轻合金集团股份有限公司,终身名誉董事,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.cfi.net.cn/p20260703002817.html,
240,FC2515-P05-R0119,河北,119,IDENTITY_ONLY_OFFICIAL_ROSTER,霍占利,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
241,FC2515-P05-R0120,河北,120,IDENTITY_ONLY_OFFICIAL_ROSTER,丁圣沧,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
242,FC2515-P05-R0121,河北,121,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,于树中,河北叁陆伍网络科技集团有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/ztzlhz/myqyzth2025/myqyzth2025_xxgc/202502/t20250228_313701.html,
243,FC2515-P05-R0123,河北,123,IDENTITY_ONLY_OFFICIAL_ROSTER,马兵,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
244,FC2515-P05-R0127,河北,127,IDENTITY_ONLY_OFFICIAL_ROSTER,马忠华,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
245,FC2515-P05-R0133,河北,133,IDENTITY_ONLY_OFFICIAL_ROSTER,王勇,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
246,FC2515-P05-R0135,河北,135,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,王力崇,申科科技集团有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.snkgroup.cn/news/detail/70,
247,FC2515-P05-R0136,河北,136,CURRENT_PUBLIC_ROLE_IDENTIFIED,王大玮,河北省人民政府国有资产监督管理委员会,二级巡视员、规划处处长,CURRENT_ORG_TITLE_CONFIRMED,B,https://hebfb.hebccw.cn/system/2025/11/12/102122445.shtml,
248,FC2515-P05-R0138,河北,138,IDENTITY_ONLY_OFFICIAL_ROSTER,王子峥,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
249,FC2515-P05-R0141,河北,141,IDENTITY_ONLY_OFFICIAL_ROSTER,王冰玉,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
250,FC2515-P05-R0142,河北,142,IDENTITY_ONLY_OFFICIAL_ROSTER,王志民,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
251,FC2515-P05-R0143,河北,143,IDENTITY_ONLY_OFFICIAL_ROSTER,王秀红,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
252,FC2515-P05-R0145,河北,145,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,王英其,河北旭阳能源有限公司,董事长（兼中国旭阳集团副总裁）,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.risun.com/news/details_294_10121.html,
253,FC2515-P05-R0147,河北,147,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,王季文,厚普清洁能源（集团）股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://static.cninfo.com.cn/finalpage/2026-08-05/1225458411.PDF,
254,FC2515-P05-R0149,河北,149,IDENTITY_ONLY_OFFICIAL_ROSTER,王建立,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
255,FC2515-P05-R0150,河北,150,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,王建江,中国人民政治协商会议河北省邢台市委员会,副主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.hebjjrb.cn/system/2026/03/29/102166537.shtml,
256,FC2515-P05-R0151,河北,151,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,王树华,冀南钢铁集团有限公司,党委书记、董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://finance.sina.com.cn/roll/2025-07-21/doc-infheqea8318974.shtml,
257,FC2515-P05-R0152,河北,152,IDENTITY_ONLY_OFFICIAL_ROSTER,王轶超,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
258,FC2515-P05-R0154,河北,154,IDENTITY_ONLY_OFFICIAL_ROSTER,王炳章,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
259,FC2515-P05-R0155,河北,155,IDENTITY_ONLY_OFFICIAL_ROSTER,王根才,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
260,FC2515-P05-R0156,河北,156,IDENTITY_ONLY_OFFICIAL_ROSTER,王铉斐,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
261,FC2515-P05-R0159,河北,159,IDENTITY_ONLY_OFFICIAL_ROSTER,王彩霞,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
262,FC2515-P05-R0161,河北,161,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,尤文武,河北山庄集团,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://finance.eastmoney.com/a/202605203743368323.html,
263,FC2515-P05-R0166,河北,166,IDENTITY_ONLY_OFFICIAL_ROSTER,石晟阳,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
264,FC2515-P05-R0167,河北,167,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,卢勇,秦皇岛星箭特种玻璃有限公司,党支部书记、董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://cpc.people.com.cn/n1/2026/0709/c462314-40756868.html,
265,FC2515-P05-R0169,河北,169,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,卢庆国,晨光生物科技集团股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/myjjzs/qyjjy/202508/t20250818_319805.html,
266,FC2515-P05-R0170,河北,170,IDENTITY_ONLY_OFFICIAL_ROSTER,叶少华,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
267,FC2515-P05-R0171,河北,171,IDENTITY_ONLY_OFFICIAL_ROSTER,叶逢光,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
268,FC2515-P05-R0174,河北,174,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,田纯刚,秦皇岛兴龙科技集团,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.lf.gov.cn/Item/146020.aspx,
269,FC2515-P05-R0175,河北,175,IDENTITY_ONLY_OFFICIAL_ROSTER,田明晖,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
270,FC2515-P05-R0177,河北,177,IDENTITY_ONLY_OFFICIAL_ROSTER,田树波,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
271,FC2515-P05-R0178,河北,178,IDENTITY_ONLY_OFFICIAL_ROSTER,付志伟,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
272,FC2515-P05-R0180,河北,180,IDENTITY_ONLY_OFFICIAL_ROSTER,白春生,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
273,FC2515-P05-R0182,河北,182,IDENTITY_ONLY_OFFICIAL_ROSTER,边志华,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
274,FC2515-P05-R0183,河北,183,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,曲斌,河北省工商业联合会,一级巡视员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.baoding.gov.cn/content-173-538815.html,
275,FC2515-P05-R0185,河北,185,IDENTITY_ONLY_OFFICIAL_ROSTER,吕洪涛,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
276,FC2515-P05-R0192,河北,192,IDENTITY_ONLY_OFFICIAL_ROSTER,刘清,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
277,FC2515-P05-R0197,河北,197,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,刘延云,河北千喜鹤饮食股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/lqfw/zzjs/zwdwjs/202506/t20250617_309772.html,
278,FC2515-P05-R0199,河北,199,IDENTITY_ONLY_OFFICIAL_ROSTER,刘庆虎,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
279,FC2515-P05-R0201,河北,201,CURRENT_PUBLIC_ROLE_IDENTIFIED,刘宏志,衡水市工商业联合会,主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.hbjjrb.cn/system/2026/01/19/102145436.shtml,
280,FC2515-P05-R0202,河北,202,IDENTITY_ONLY_OFFICIAL_ROSTER,刘俊良,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
281,FC2515-P05-R0207,河北,207,IDENTITY_ONLY_OFFICIAL_ROSTER,闫利艳,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
282,FC2515-P05-R0208,河北,208,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,米亚林,首衡集团,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.sunhola.cn/newsd-108471.html,
283,FC2515-P05-R0215,河北,215,IDENTITY_ONLY_OFFICIAL_ROSTER,孙清良,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
284,FC2515-P05-R0218,河北,218,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,苏学军,石家庄四药有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/ztzlhz/myqyzth2025/myqyzth2025_xxgc/202502/t20250228_313701.html,
285,FC2515-P05-R0233,河北,233,IDENTITY_ONLY_OFFICIAL_ROSTER,李玉国,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
286,FC2515-P05-R0234,河北,234,IDENTITY_ONLY_OFFICIAL_ROSTER,李西平,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
287,FC2515-P05-R0237,河北,237,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,李红录,河北省工商业联合会,党组书记、常务副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.hbtzb.gov.cn/system/2026/03/30/030379294.shtml,
288,FC2515-P05-R0238,河北,238,IDENTITY_ONLY_OFFICIAL_ROSTER,李志永,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
289,FC2515-P05-R0239,河北,239,IDENTITY_ONLY_OFFICIAL_ROSTER,李宏涛,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
290,FC2515-P05-R0241,河北,241,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,李明辉,河北省工商业联合会,党组成员、秘书长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.sohu.com/a/1027817999_121196328,
291,FC2515-P05-R0243,河北,243,IDENTITY_ONLY_OFFICIAL_ROSTER,李保红,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
292,FC2515-P05-R0246,河北,246,IDENTITY_ONLY_OFFICIAL_ROSTER,李高斯,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
293,FC2515-P05-R0249,河北,249,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,李鹏亮,河北邯郸丛台酒业股份有限公司,党委书记、总经理,CURRENT_ORG_TITLE_CONFIRMED,B,https://he.people.com.cn/n2/2026/0127/c192235-41484894.html,
294,FC2515-P05-R0251,河北,251,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,李藏稳,河北华密新材科技股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/gdgslgz/hb/bjgslgz/202512/t20251209_323112.html,
295,FC2515-P05-R0259,河北,259,IDENTITY_ONLY_OFFICIAL_ROSTER,杨晓勇,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
296,FC2515-P05-R0262,河北,262,IDENTITY_ONLY_OFFICIAL_ROSTER,杨壹名,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
297,FC2515-P05-R0264,河北,264,IDENTITY_ONLY_OFFICIAL_ROSTER,肖飞,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
298,FC2515-P05-R0266,河北,266,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,时清霜,河北省工商业联合会,主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://wap.acfic.org.cn/qlyw_13743/202603/t20260329_325280.html,
299,FC2515-P05-R0270,河北,270,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,吴相君,石家庄以岭药业股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://wap.acfic.org.cn/gdgslgz_14277/202509/t20250915_321374.html,
300,FC2515-P05-R0276,河北,276,IDENTITY_ONLY_OFFICIAL_ROSTER,辛群来,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
